"index","species","status","error"
2781,"Allonemobius allardi",0,NA
2782,"Calidris minutilla",0,NA
2783,"Blastobasis glandulella",0,NA
2784,"Blastodacna atra",0,NA
2785,"Atymna helena",0,NA
2786,"Plodia interpunctella",0,NA
2787,"Myopa vesiculosa",0,NA
2788,"Mordella marginata",0,NA
2789,"Olethreutes fasciatana",0,NA
2790,"Ectobius lucidus",1,NA
2791,"Philonthus caeruleipennis",0,NA
2792,"Craterellus cornucopioides",0,NA
2793,"Enoclerus nigripes",0,NA
2794,"Aulagromyza orbitalis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2795,"Sciaphilus asperatus",1,NA
2796,"Calidris canutus",0,NA
2797,"Dictyla echii",0,NA
2798,"Tabanus atratus",0,NA
2799,"Heterocerus fenestratus",NA,"Results is empty"
2800,"Cystopteris fragilis",0,NA
2801,"Chironomus atroviridis",0,NA
2802,"Euxoa detersa",0,NA
2803,"Imleria pallida",NA,"Results is empty"
2804,"Calligrapha suturella",0,NA
2805,"Gratiola neglecta",0,NA
2806,"Condylura cristata",0,NA
2807,"Pseudobourletiella spinata",0,NA
2808,"Metzneria lappella",1,NA
2809,"Melanotus castanipes",0,NA
2810,"Poa palustris",0,NA
2811,"Medetera aberrans",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2812,"Anemone blanda",1,NA
2813,"Clivina fossor",1,NA
2814,"Libellula semifasciata",0,NA
2815,"Scilla forbesii",1,NA
2816,"Sphaerophoria philantha",NA,"No matching species"
2817,"Idia lubricalis",0,NA
2818,"Stenolophus comma",0,NA
2819,"Hypercompe scribonia",0,NA
2820,"Caliadurgus fasciatellus",NA,"Results is empty"
2821,"Acleris semipurpurana",0,NA
2822,"Crocus vernus",1,NA
2823,"Macropis nuda",0,NA
2824,"Basiaeschna janata",0,NA
2825,"Podosphaera physocarpi",NA,"Results is empty"
2826,"Cortinarius purpureus",0,NA
2827,"Hygrocybe flavescens",0,NA
2828,"Veronica persica",1,NA
2829,"Cyperus odoratus",0,NA
2830,"Equisetum palustre",0,NA
2831,"Pelegrina proterva",0,NA
2832,"Hygrotus sayi",0,NA
2833,"Riccia cavernosa",0,NA
2834,"Melanitta perspicillata",0,NA
2835,"Perilampus fulvicornis",NA,"In argument: `subnationCode == ""QC""`."
2836,"Erysiphe necator",NA,"Results is empty"
2837,"Stylogaster neglecta",0,NA
2838,"Omphale acuminativentris",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2839,"Metasequoia glyptostroboides",NA,"Results is empty"
2840,"Quercus robur",1,NA
2841,"Coriandrum sativum",1,NA
2842,"Rhodotus palmatus",0,NA
2843,"Leucoma salicis",1,NA
2844,"Striacosta albicosta",0,NA
2845,"Dendrolycopodium obscurum",0,NA
2846,"Mustela erminea",NA,"No data for Canada"
2847,"Allium vineale",1,NA
2848,"Acronicta impleta",0,NA
2849,"Coleophora deauratella",1,NA
2850,"Hydroprogne caspia",0,NA
2851,"Melanoplus punctulatus",0,NA
2852,"Panopoda carneicosta",0,NA
2853,"Marathyssa inficita",0,NA
2854,"Zanclognatha cruralis",0,NA
2855,"Scopula cacuminaria",0,NA
2856,"Blitum capitatum",NA,"No matching species"
2857,"Anatis mali",0,NA
2858,"Hypsopygia olinalis",0,NA
2859,"Betulapion simile",0,NA
2860,"Oreana unicolorella",0,NA
2861,"Neonectria faginata",0,NA
2862,"Gnaphalium uliginosum",1,NA
2863,"Neolasioptera vitinea",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2864,"Piranga ludoviciana",0,NA
2865,"Pseudagolius bicolor",0,NA
2866,"Ancistrocerus unifasciatus",0,NA
2867,"Platynus cincticollis",0,NA
2868,"Catastega aceriella",0,NA
2869,"Trypetisoma sticticum",NA,"Results is empty"
2870,"Tasgius melanarius",1,NA
2871,"Bitoma crenata",1,NA
2872,"Chlorophyllum olivieri",0,NA
2873,"Zale undularis",0,NA
2874,"Diplazon laetatorius",0,NA
2875,"Zanclognatha protumnusalis",0,NA
2876,"Anthrenus scrophulariae",1,NA
2877,"Dichomeris juncidella",0,NA
2878,"Elymus canadensis",0,NA
2879,"Crepis tectorum",1,NA
2880,"Zale horrida",0,NA
2881,"Ulmus thomasii",0,NA
2882,"Apantesis arge",0,NA
2883,"Enicospilus purgatus",NA,"No data for Canada"
2884,"Heteranthera dubia",0,NA
2885,"Spatula clypeata",0,NA
2886,"Epitheca princeps",0,NA
2887,"Eurema lisa",NA,"No matching species"
2888,"Framinghamia helvalis",0,NA
2889,"Osmia cornifrons",1,NA
2890,"Blaesodiplosis crataegibedeguar",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2891,"Hygrocybe cuspidata",0,NA
2892,"Dolichovespula adulterina",NA,"Results is empty"
2893,"Cantharis rufa",1,NA
2894,"Spatula discors",0,NA
2895,"Trichaptum biforme",0,NA
2896,"Epinotia lindana",0,NA
2897,"Quercus coccinea",NA,"No data for Canada"
2898,"Ilex aquifolium",1,NA
2899,"Psylla buxi",1,NA
2900,"Acanalonia bivittata",0,NA
2901,"Erynnis icelus",0,NA
2902,"Nabis americoferus",0,NA
2903,"Spelobia ochripes",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2904,"Argyresthia thuiella",0,NA
2905,"Dolichopus bifractus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2906,"Xylobiops basilaris",0,NA
2907,"Leucophaeus atricilla",0,NA
2908,"Digitaria sanguinalis",1,NA
2909,"Coelostoma orbiculare",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2910,"Osmia georgica",0,NA
2911,"Pseudofumaria lutea",NA,"No data for Canada"
2912,"Loxia leucoptera",0,NA
2913,"Eriocampa ovata",1,NA
2914,"Aphis sambuci",1,NA
2915,"Empoasca fabae",0,NA
2916,"Amelanchier alnifolia",0,NA
2917,"Epinotia trigonella",0,NA
2918,"Vespula consobrina",0,NA
2919,"Enargia infumata",0,NA
2920,"Amphipyra tragopoginis",1,NA
2921,"Cladara atroliturata",0,NA
2922,"Panthea furcilla",0,NA
2923,"Diphasiastrum digitatum",0,NA
2924,"Drepana arcuata",0,NA
2925,"Mycosarcoma maydis",NA,"No matching species"
2926,"Lactarius deterrimus",0,NA
2927,"Polemonium caeruleum",1,NA
2928,"Anania hortulata",1,NA
2929,"Ostrinia nubilalis",1,NA
2930,"Myzia pullata",0,NA
2931,"Podosphaera erigerontis-canadensis",0,NA
2932,"Thymoites unimaculatus",0,NA
2933,"Eupeodes perplexus",0,NA
2934,"Parasteatoda tepidariorum",1,NA
2935,"Telamona ampelopsidis",0,NA
2936,"Hylaeus affinis",0,NA
2937,"Hellinsia inquinatus",0,NA
2938,"Lysimachia terrestris",0,NA
2939,"Boletus subluridellus",0,NA
2940,"Sphragisticus nebulosus",0,NA
2941,"Wockia asperipunctella",0,NA
2942,"Pterostichus melanarius",1,NA
2943,"Hyacinthus orientalis",NA,"No data for Canada"
2944,"Longistigma caryae",0,NA
2945,"Bolbitius titubans",0,NA
2946,"Sphenarches ontario",0,NA
2947,"Trichiotinus assimilis",0,NA
2948,"Amaurobius ferox",1,NA
2949,"Auricularia americana",0,NA
2950,"Arisaema dracontium",0,NA
2951,"Rhopalosiphum padi",1,NA
2952,"Aglossa pinguinalis",1,NA
2953,"Dicranomyia longipennis",NA,"In argument: `subnationCode == ""QC""`."
2954,"Adaina montanus",0,NA
2955,"Mompha eloisella",0,NA
2956,"Tricholoma columbetta",0,NA
2957,"Tolype velleda",0,NA
2958,"Ogdoconta cinereola",0,NA
2959,"Lentinus arcularius",0,NA
2960,"Rhagio tringaria",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2961,"Morchella angusticeps",0,NA
2962,"Aulagromyza luteoscutellata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2963,"Lolium perenne",1,NA
2964,"Plectrophenax nivalis",0,NA
2965,"Etheostoma flabellare",0,NA
2966,"Wolffia columbiana",0,NA
2967,"Macropsis fumipennis",0,NA
2968,"Corvus ossifragus",0,NA
2969,"Prunus armeniaca",1,NA
2970,"Alosa sapidissima",0,NA
2971,"Bembidion patruele",0,NA
2972,"Stenodema vicinum",0,NA
2973,"Aedes atropalpus",0,NA
2974,"Phymatodes amoenus",0,NA
2975,"Scaphoideus melanotus",0,NA
2976,"Blera badia",0,NA
2977,"Glossonotus crataegi",0,NA
2978,"Erythroneura vitis",0,NA
2979,"Chrysobothris sexsignata",0,NA
2980,"Tetragnatha versicolor",0,NA
2981,"Porpidia albocaerulescens",0,NA
2982,"Branta bernicla",0,NA
2983,"Alopecurus pratensis",1,NA
2984,"Stropharia caerulea",0,NA
2985,"Agrocybe molesta",0,NA
2986,"Erysimum marschallianum",NA,"Results is empty"
2987,"Aethes promptana",0,NA
2988,"Chalcoela iphitalis",0,NA
2989,"Acronicta laetifica",0,NA
2990,"Lacinipolia olivacea",0,NA
2991,"Cerastis salicarum",0,NA
2992,"Lentinellus ursinus",0,NA
2993,"Catocala meskei",0,NA
2994,"Cepphis armataria",0,NA
2995,"Lucilia silvarum",0,NA
2996,"Campanula punctata",NA,"No data for Canada"
2997,"Neoscona arabesca",0,NA
2998,"Philanthus politus",0,NA
2999,"Myrmosa unicolor",NA,"Results is empty"
3000,"Lunaria annua",1,NA
3001,"Neofavolus americanus",NA,"Results is empty"
3002,"Eumorpha achemon",0,NA
3003,"Enallagma boreale",0,NA
3004,"Catocala parta",0,NA
3005,"Epeolus scutellaris",0,NA
3006,"Sminthurinus quadrimaculatus",0,NA
3007,"Hylesinus aculeatus",0,NA
3008,"Urgleptes querci",0,NA
3009,"Scardiella approximatella",0,NA
3010,"Eutomostethus ephippium",1,NA
3011,"Eulithis gracilineata",0,NA
3012,"Melampodium divaricatum",NA,"Results is empty"
3013,"Photinus marginellus",0,NA
3014,"Acroricnus stylator",NA,"Results is empty"
3015,"Callopistromyia strigula",0,NA
3016,"Pleurozium schreberi",0,NA
3017,"Physcia millegrana",0,NA
3018,"Wisteria frutescens",NA,"No data for Canada"
3019,"Oscarinus rusicola",0,NA
3020,"Sitona obsoletus",NA,"Results is empty"
3021,"Digitaria ischaemum",1,NA
3022,"Phytomyza agromyzina",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3023,"Nyholmiella obtusifolia",NA,"No matching species"
3024,"Pycnoscelus surinamensis",1,NA
3025,"Pelegrina flaviceps",0,NA
3026,"Cryptolaemus montrouzieri",NA,"Results is empty"
3027,"Talavera minuta",0,NA
3028,"Carex cristatella",0,NA
3029,"Pseudoboletus parasiticus",0,NA
3030,"Bibio slossonae",0,NA
3031,"Schizura ipomaeae",0,NA
3032,"Nedra ramosula",0,NA
3033,"Semotilus corporalis",0,NA
3034,"Potamilus alatus",0,NA
3035,"Euchlaena effecta",0,NA
3036,"Xestia dolosa",0,NA
3037,"Plagodis alcoolaria",0,NA
3038,"Clostera apicalis",0,NA
3039,"Hypena deceptalis",0,NA
3040,"Sargus elegans",0,NA
3041,"Gloiodon strigosus",0,NA
3042,"Sympetrum internum",0,NA
3043,"Funaria hygrometrica",0,NA
3044,"Batrachedra praeangusta",0,NA
3045,"Rhopalapion longirostre",1,NA
3046,"Acronicta impressa",0,NA
3047,"Bidens cernua",0,NA
3048,"Amblysellus curtisii",0,NA
3049,"Trametes pubescens",0,NA
3050,"Ampedus vitiosus",0,NA
3051,"Ptychoptera quadrifasciata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3052,"Dalibarda repens",NA,"No matching species"
3053,"Rumex britannica",NA,"No matching species"
3054,"Harrya chromipes",0,NA
3055,"Philanthus bilunatus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3056,"Geranium thunbergii",1,NA
3057,"Drosophila hydei",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3058,"Neohelix albolabris",0,NA
3059,"Xanthium orientale",NA,"No matching species"
3060,"Panicum virgatum",0,NA
3061,"Spodoptera frugiperda",0,NA
3062,"Eupithecia ravocostaliata",0,NA
3063,"Megachile inermis",0,NA
3064,"Perichaena depressa",NA,"Results is empty"
3065,"Crataegus fretalis",NA,"Results is empty"
3066,"Schinia arcigera",0,NA
3067,"Drosophila busckii",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3068,"Cerrena unicolor",0,NA
3069,"Chlaenius impunctifrons",0,NA
3070,"Larix decidua",1,NA
3071,"Fragaria ananassa",NA,"No matching species"
3072,"Phaenopsectra obediens",0,NA
3073,"Lophocampa maculata",0,NA
3074,"Sambucus ebulus",1,NA
3075,"Eucosma ochroterminana",0,NA
3076,"Hypomyces hyalinus",0,NA
3077,"Helianthus pauciflorus",0,NA
3078,"Platydracus maculosus",0,NA
3079,"Cryptomyzus ribis",1,NA
3080,"Sparganium eurycarpum",0,NA
3081,"Leucauge venusta",0,NA
3082,"Digitalis purpurea",1,NA
3083,"Dryocampa rubicunda",0,NA
3084,"Neolecanium cornuparvum",0,NA
3085,"Dejongia lobidactylus",0,NA
3086,"Olethreutes nigranum",0,NA
3087,"Tetragnatha extensa",0,NA
3088,"Polioptila caerulea",0,NA
3089,"Parascalops breweri",0,NA
3090,"Viola minuscula",NA,"Results is empty"
3091,"Pohlia nutans",0,NA
3092,"Caenis youngi",0,NA
3093,"Myiomma cixiiforme",0,NA
3094,"Prociphilus tessellatus",0,NA
3095,"Polites origenes",0,NA
3096,"Vernonia fasciculata",0,NA
3097,"Geranium robertianum",0,NA
3098,"Cerma cora",0,NA
3099,"Cerceris arelate",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3100,"Charidotella purpurata",0,NA
3101,"Tuber canaliculatum",0,NA
3102,"Sisymbrium altissimum",1,NA
3103,"Amanita flavoconia",0,NA
3104,"Acrossus rufipes",1,NA
3105,"Pyrgotella chagnoni",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3106,"Geophilus vittatus",0,NA
3107,"Elymus hystrix",0,NA
3108,"Plasmopara viticola",NA,"Results is empty"
3109,"Galanthus elwesii",1,NA
3110,"Mezium affine",1,NA
3111,"Ctenophora apicata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3112,"Geum catlingii",NA,"No matching species"
3113,"Lestes eurinus",0,NA
3114,"Spodoptera ornithogalli",0,NA
3115,"Nola cilicoides",0,NA
3116,"Mesostenus thoracicus",NA,"Results is empty"
3117,"Tosale oviplagalis",0,NA
3118,"Agalinis tenuifolia",0,NA
3119,"Xeromphalina kauffmanii",0,NA
3120,"Elophila icciusalis",0,NA
3121,"Amelanchier lamarckii",1,NA
3122,"Ectemnius maculosus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3123,"Acleris nivisellana",0,NA
3124,"Lasioglossum coeruleum",0,NA
3125,"Kolkwitzia amabilis",1,NA
3126,"Agriphila vulgivagellus",0,NA
3127,"Rhytisma americanum",0,NA
3128,"Gliophorus psittacinus",0,NA
3129,"Sargus decorus",0,NA
3130,"Contarinia verrucicola",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3131,"Callobius bennetti",0,NA
3132,"Juncus tenuis",0,NA
3133,"Symphyotrichum puniceum",0,NA
3134,"Galinsoga parviflora",1,NA
3135,"Myrmecina americana",0,NA
3136,"Pachygaster pulchra",0,NA
3137,"Hymetta balteata",0,NA
3138,"Andrena crataegi",0,NA
3139,"Cotoneaster suecicus",NA,"No matching species"
3140,"Eupithecia miserulata",0,NA
3141,"Eueretagrotis sigmoides",0,NA
3142,"Trichordestra legitima",0,NA
3143,"Houttuynia cordata",NA,"No data for Canada"
3144,"Scutellinia setosa",0,NA
3145,"Iris virginica",0,NA
3146,"Calidris melanotos",0,NA
3147,"Mitella diphylla",0,NA
3148,"Perigona nigriceps",1,NA
3149,"Symphyotrichum laeve",1,NA
3150,"Diplotaxis muralis",1,NA
3151,"Leucania commoides",0,NA
3152,"Eurimyia stipatus",NA,"No matching species"
3153,"Conocybe tenera",0,NA
3154,"Gryllodes sigillatus",1,NA
3155,"Impatiens balsamina",NA,"No data for Canada"
3156,"Cingilia catenaria",0,NA
3157,"Aethes argentilimitana",0,NA
3158,"Lithophane fagina",0,NA
3159,"Oenothera villosa",0,NA
3160,"Tricholita signata",0,NA
3161,"Homophoberia apicosa",0,NA
3162,"Acronicta insita",0,NA
3163,"Picipes badius",0,NA
3164,"Pyrola elliptica",0,NA
3165,"Wolffia borealis",0,NA
3166,"Papaver rhoeas",1,NA
3167,"Syngrapha rectangula",0,NA
3168,"Anotylus insignitus",1,NA
3169,"Lonicera periclymenum",1,NA
3170,"Isa textula",0,NA
3171,"Tropidia quadrata",0,NA
3172,"Sarea resinae",0,NA
3173,"Bubulcus ibis",NA,"No matching species"
3174,"Supella longipalpa",1,NA
3175,"Proteoteras moffatiana",0,NA
3176,"Tenebrio molitor",1,NA
3177,"Cimex lectularius",0,NA
3178,"Odontomyia cincta",0,NA
3179,"Helophilus latifrons",0,NA
3180,"Tapinoma melanocephalum",1,NA
3181,"Cerastium arvense",0,NA
3182,"Centaurea stoebe",1,NA
3183,"Achatia evicta",NA,"Results is empty"
3184,"Neoligia exhausta",0,NA
3185,"Rumex triangulivalvis",0,NA
3186,"Somateria mollissima",0,NA
3187,"Zomaria interruptolineana",0,NA
3188,"Golovinomyces bolayi",NA,"No data for Canada"
3189,"Equisetum scirpoides",0,NA
3190,"Sturnella magna",0,NA
3191,"Episyron biguttatus",NA,"Results is empty"
3192,"Viola septentrionalis",0,NA
3193,"Hyperplatys aspersa",0,NA
3194,"Tetrix arenosa",0,NA
3195,"Lonicera villosa",0,NA
3196,"Tychius picirostris",1,NA
3197,"Melanophila acuminata",0,NA
3198,"Vulgichneumon brevicinctor",NA,"Results is empty"
3199,"Claviceps purpurea",0,NA
3200,"Elodea canadensis",0,NA
3201,"Creophilus maxillosus",0,NA
3202,"Triosteum aurantiacum",0,NA
3203,"Schinia rivulosa",0,NA
3204,"Metaxaglaea inulta",0,NA
3205,"Cosmia calami",0,NA
3206,"Asphondylia rudbeckiaeconspicua",NA,"Results is empty"
3207,"Sorghastrum nutans",0,NA
3208,"Eudonia heterosalis",0,NA
3209,"Taxus cuspidata",NA,"No data for Canada"
3210,"Nephrotoma cingulata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3211,"Verbena bracteata",1,NA
3212,"Athous haemorrhoidalis",1,NA
3213,"Amauropelta noveboracensis",0,NA
3214,"Ascocoryne sarcoides",0,NA
3215,"Merosargus caeruleifrons",0,NA
3216,"Discus rotundatus",1,NA
3217,"Speyeria atlantis",NA,"No matching species"
3218,"Leiobunum calcar",0,NA
3219,"Anatis labiculata",0,NA
3220,"Thoracophorus costalis",0,NA
3221,"Daldinia childiae",0,NA
3222,"Sitobolium punctilobum",NA,"No matching species"
3223,"Scirpus atrovirens",0,NA
3224,"Pluteus longistriatus",0,NA
3225,"Cardamine maxima",0,NA
3226,"Rhopalomyia capitata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3227,"Zale duplicata",0,NA
3228,"Huperzia lucidula",0,NA
3229,"Xylomya terminalis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3230,"Echinops bannaticus",NA,"Results is empty"
3231,"Micrutalis calva",0,NA
3232,"Wesmaelius longifrons",0,NA
3233,"Etheostoma nigrum",0,NA
3234,"Empoa casta",NA,"No matching species"
3235,"Vanduzea arquata",0,NA
3236,"Dichomeris nonstrigella",0,NA
3237,"Clavulinopsis corniculata",0,NA
3238,"Ophiognomonia clavigignenti-juglandacearum",NA,"Results is empty"
3239,"Arrhenia epichysium",0,NA
3240,"Verseghya thysanophora",NA,"No matching species"
3241,"Diplodia tumefaciens",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3242,"Tabanus novaescotiae",0,NA
3243,"Bibio xanthopus",0,NA
3244,"Hepatica americana",NA,"No matching species"
3245,"Garella nilotica",1,NA
3246,"Pleurocera acuta",0,NA
3247,"Amnicola limosus",0,NA
3248,"Philomycus togatus",0,NA
3249,"Augochlorella aurata",0,NA
3250,"Diastictis ventralis",0,NA
3251,"Xeromphalina campanella",0,NA
3252,"Tinca tinca",1,NA
3253,"Schizomyia racemicola",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3254,"Anoscopus flavostriatus",1,NA
3255,"Lopidea robiniae",0,NA
3256,"Epiphanis cornutus",0,NA
3257,"Antirrhinum majus",1,NA
3258,"Acronicta innotata",0,NA
3259,"Sparganothis sulfureana",0,NA
3260,"Blapstinus metallicus",0,NA
3261,"Anacampsis nonstrigella",NA,"In argument: `subnationCode == ""QC""`."
3262,"Hedya separatana",0,NA
3263,"Agenioideus cinctellus",NA,"Results is empty"
3264,"Eido trimaculella",0,NA
3265,"Erysiphe howeana",NA,"Results is empty"
3266,"Panaeolus cinctulus",0,NA
3267,"Lepyronia quadrangularis",0,NA
3268,"Platydracus immaculatus",0,NA
3269,"Iris germanica",1,NA
3270,"Corylus colurna",NA,"Results is empty"
3271,"Dinocampus coccinellae",NA,"Results is empty"
3272,"Battaristis vittella",0,NA
3273,"Juncus effusus",0,NA
3274,"Eragrostis pectinacea",0,NA
3275,"Lepomis peltastes",0,NA
3276,"Potentilla inclinata",1,NA
3277,"Populus canadensis",NA,"No matching species"
3278,"Pleurotus dryinus",0,NA
3279,"Clavulina coralloides",0,NA
3280,"Potamogeton richardsonii",0,NA
3281,"Anacampsis tristrigella",0,NA
3282,"Portulaca grandiflora",1,NA
3283,"Coenus delius",0,NA
3284,"Graphis scripta",0,NA
3285,"Paracorsia repandalis",NA,"No data for Canada"
3286,"Polistes aurifer",2,NA
3287,"Albuna fraxini",0,NA
3288,"Tuberolachnus salignus",1,NA
3289,"Episyron quinquenotatus",0,NA
3290,"Erysiphe paeoniae",NA,"Results is empty"
3291,"Rhagoletis cerasi",1,NA
3292,"Deroceras laeve",0,NA
3293,"Glyptotendipes barbipes",0,NA
3294,"Periplaneta americana",1,NA
3295,"Syringa villosa",1,NA
3296,"Anthribus nebulosus",1,NA
3297,"Merhynchites bicolor",0,NA
3298,"Cyperus squarrosus",0,NA
3299,"Apocynum floribundum",NA,"No matching species"
3300,"Carex hirta",1,NA
3301,"Nostoc commune",NA,"Results is empty"
3302,"Cicindela punctulata",0,NA
3303,"Armillaria sinapina",0,NA
3304,"Coprinopsis lagopus",0,NA
3305,"Sedum album",1,NA
3306,"Carex granularis",0,NA
3307,"Hypselistes florens",0,NA
3308,"Pardosa lapidicina",0,NA
3309,"Bistorta officinalis",1,NA
3310,"Cenopis niveana",0,NA
3311,"Desmia funeralis",0,NA
3312,"Stenocorus vittiger",0,NA
3313,"Sagina procumbens",0,NA
3314,"Clematis terniflora",1,NA
3315,"Hydrocoloeus minutus",0,NA
3316,"Malva alcea",1,NA
3317,"Xerolenta obvia",1,NA
3318,"Aristolochia clematitis",1,NA
3319,"Euzophera semifuneralis",0,NA
3320,"Chondrostereum purpureum",0,NA
3321,"Rheumatobates rileyi",0,NA
3322,"Hebeloma leucosarx",0,NA
3323,"Centaurea nigrescens",1,NA
3324,"Anopheles punctipennis",0,NA
3325,"Achatia confusa",NA,"No matching species"
3326,"Melanitta americana",0,NA
3327,"Asphondylia solidaginis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3328,"Lasius subumbratus",0,NA
3329,"Amaranthus albus",1,NA
3330,"Blaniulus guttulatus",1,NA
3331,"Carex blanda",0,NA
3332,"Phellinus igniarius",0,NA
3333,"Stenocranus unipunctatus",0,NA
3334,"Euxoa messoria",0,NA
3335,"Lochmaeus bilineata",0,NA
3336,"Potamogeton perfoliatus",0,NA
3337,"Notemigonus crysoleucas",0,NA
3338,"Boletus chippewaensis",0,NA
3339,"Myriococcum praecox",NA,"Results is empty"
3340,"Carabus maeander",0,NA
3341,"Campeloma decisum",0,NA
3342,"Hypena manalis",0,NA
3343,"Acanthoscelidius acephalus",0,NA
3344,"Syrphus ribesii",0,NA
3345,"Rosa glauca",1,NA
3346,"Melissodes trinodis",0,NA
3347,"Geum macrophyllum",0,NA
3348,"Megabruchidius dorsalis",NA,"Results is empty"
3349,"Spoladea recurvalis",0,NA
3350,"Walshia miscecolorella",0,NA
3351,"Cymatodera undulata",0,NA
3352,"Bucculatrix speciosa",NA,"No data for Canada"
3353,"Dermacentor variabilis",2,NA
3354,"Hapalopilus rutilans",0,NA
3355,"Carex platyphylla",0,NA
3356,"Drosophila repleta",NA,"no applicable method for 'filter' applied to an object of class ""list"""
3357,"Trogulus tricarinatus",NA,"Results is empty"
3358,"Fitchia aptera",0,NA
3359,"Ancylis diminuatana",0,NA
3360,"Verbascum blattaria",1,NA
3361,"Climacia areolaris",0,NA
3362,"Cyathus stercoreus",0,NA
3363,"Brachiacantha decempustulata",0,NA
3364,"Aethes spartinana",0,NA
3365,"Branta hutchinsii",0,NA
3366,"Stigmatomma pallipes",0,NA
3367,"Fagisyrphus cincta",NA,"No matching species"
3368,"Podosesia syringae",0,NA
3369,"Mentha piperita",NA,"No matching species"
3370,"Nomada bethunei",0,NA
3371,"Stenolophus ochropezus",0,NA
3372,"Didelphis virginiana",0,NA
3373,"Podosphaera spiraeae",NA,"Results is empty"
3374,"Hebeloma crustuliniforme",0,NA
3375,"Lasius claviger",0,NA
3376,"Cantharellus cinnabarinus",0,NA
3377,"Lasallia papulosa",0,NA
3378,"Cydia latiferreana",0,NA
3379,"Cantharellus cibarius",0,NA
3380,"Parasola auricoma",0,NA
3381,"Coquillettidia perturbans",0,NA
3382,"Baorangia bicolor",0,NA
3383,"Parasola conopilea",NA,"No matching species"
3384,"Phoca vitulina",0,NA
3385,"Furcula occidentalis",0,NA
3386,"Lycomorpha pholus",0,NA
3387,"Eudeilinia herminiata",0,NA
3388,"Palporus nitidulus",NA,"Results is empty"
3389,"Aythya valisineria",0,NA
3390,"Lysimachia quadrifolia",0,NA
3391,"Cryptorhynchus lapathi",0,NA
3392,"Alcea setosa",NA,"No matching species"
3393,"Hydnoporia olivacea",NA,"No matching species"
3394,"Streptopelia roseogrisea",NA,"No data for Canada"
3395,"Chelostoma campanularum",1,NA
3396,"Tacparia detersata",0,NA
3397,"Xylodon ovisporus",NA,"Results is empty"
3398,"Rhyssella humida",NA,"Results is empty"
3399,"Tetracis crocallata",0,NA
3400,"Cornus amomum",NA,"No data for Canada"
3401,"Cortinarius caperatus",0,NA
3402,"Sphinx chersis",0,NA
3403,"Lestes unguiculatus",0,NA
3404,"Oncorhynchus mykiss",1,NA
3405,"Macaria pinistrobata",0,NA
3406,"Anemone nemorosa",1,NA
3407,"Nemoria mimosaria",0,NA
3408,"Ligyrus relictus",NA,"No matching species"
3409,"Diploschistes scruposus",0,NA
3410,"Rissa tridactyla",0,NA
3411,"Lithophane baileyi",0,NA
3412,"Catocala blandula",0,NA
3413,"Chrysochus auratus",0,NA
3414,"Dichorda iridaria",0,NA
3415,"Catocala ultronia",0,NA
3416,"Radix auricularia",1,NA
3417,"Clepsis peritana",0,NA
3418,"Achyra rantalis",0,NA
3419,"Tritoma mimetica",0,NA
3420,"Taedia scrupea",0,NA
3421,"Coenomyia ferruginea",0,NA
3422,"Psyche casta",0,NA
3423,"Helix lucorum",NA,"Results is empty"
3424,"Clepsis clemensiana",0,NA
3425,"Stratiomys norma",0,NA
3426,"Stylophorum diphyllum",0,NA
3427,"Salix alba",1,NA
3428,"Anthriscus cerefolium",1,NA
3429,"Carex intumescens",0,NA
3430,"Allium canadense",0,NA
3431,"Trapa natans",1,NA
3432,"Besma endropiaria",0,NA
3433,"Eulithis molliculata",0,NA
3434,"Odontocorynus salebrosus",0,NA
3435,"Picea mariana",0,NA
3436,"Cyrnellus fraternus",NA,"No data for Canada"
3437,"Cota tinctoria",NA,"No matching species"
3438,"Golovinomyces ambrosiae",NA,"Results is empty"
3439,"Inonotus obliquus",0,NA
3440,"Eustrophopsis bicolor",0,NA
3441,"Vitisiella brevicauda",NA,"No matching species"
3442,"Nomada xanthura",0,NA
